期貨商代號,名稱,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,CPF,GBF,MTX,T5F,TE,TF,TX,GDF,XIF,GTF,TGF,STF,小計,總計CPF,總計GBF,總計MTX,總計T5F,總計TE,總計TF,總計TX,總計GDF,總計XIF,總計GTF,總計TGF,總計STF,總計,市佔率
S165000,新加坡商瑞銀證券,0,0,0,0,0,0,86.00000000000000000,0,0,0,0,0,86.00000000000000000,0,0,0,0,0,0,145.0000000000000000,0,0,0,0,0,145.0000000000000000,0,0,0,0,0,0,231.0000000000000000,0,0,0,0,0,231.0000000000000000,0.030000000000000000
S838000,安泰證券,0,0,35.00000000000000000,0,0,6.000000000000000000,44.00000000000000000,0,0,0,0,0,85.00000000000000000,0,0,59.00000000000000000,0,3.000000000000000000,12.00000000000000000,63.00000000000000000,0,0,0,0,0,137.0000000000000000,0,0,94.0000000000000000,0,3.000000000000000000,18.00000000000000000,107.0000000000000000,0,0,0,0,0,222.0000000000000000,0.020000000000000000
S653999,大眾證券自營,0,0,3.000000000000000000,0,5.000000000000000000,2.000000000000000000,30.00000000000000000,0,0,0,0,0,40.00000000000000000,0,0,13.00000000000000000,0,43.00000000000000000,30.00000000000000000,77.00000000000000000,0,0,0,0,0,163.0000000000000000,0,0,16.00000000000000000,0,48.00000000000000000,32.00000000000000000,107.0000000000000000,0,0,0,0,0,203.0000000000000000,0.020000000000000000
S505999,大展證券自營,0,0,0,0,4.000000000000000000,25.00000000000000000,17.00000000000000000,0,0,0,0,0,46.00000000000000000,0,0,2.000000000000000000,0,2.000000000000000000,117.0000000000000000,23.00000000000000000,0,0,0,0,0,144.0000000000000000,0,0,2.000000000000000000,0,6.000000000000000000,142.0000000000000000,40.00000000000000000,0,0,0,0,0,190.0000000000000000,0.020000000000000000
S509999,華南永昌證券自營,0,0,0,0,0,0,14.00000000000000000,0,0,0,0,0,14.00000000000000000,0,0,0,0,1.000000000000000000,0,150.0000000000000000,0,1.000000000000000000,0,0,0,152.0000000000000000,0,0,0,0,1.000000000000000000,0,164.0000000000000000,0,1.000000000000000000,0,0,0,166.0000000000000000,0.020000000000000000
S218999,亞東證券自營,0,0,0,0,0,0,55.00000000000000000,0,0,0,0,0,55.00000000000000000,0,0,0,0,0,0,105.0000000000000000,0,0,0,0,0,105.0000000000000000,0,0,0,0,0,0,160.0000000000000000,0,0,0,0,0,160.0000000000000000,0.020000000000000000
F029999,康和期貨自營,0,0,34.00000000000000000,0,0,8.000000000000000000,22.00000000000000000,0,0,0,0,0,64.00000000000000000,0,0,0,0,0,14.00000000000000000,32.00000000000000000,0,0,0,0,0,46.00000000000000000,0,0,34.00000000000000000,0,0,22.00000000000000000,54.00000000000000000,0,0,0,0,0,110.0000000000000000,0.010000000000000000
S116999,日盛證券自營,0,0,0,0,0,0,20.00000000000000000,0,0,0,0,19.00000000000000000,39.00000000000000000,0,0,0,0,0,0,22.00000000000000000,0,0,0,0,38.00000000000000000,60.00000000000000000,0,0,0,0,0,0,42.00000000000000000,0,0,0,0,57.00000000000000000,99.0000000000000000,0.010000000000000000
F007999,日盛期貨自營,0,0,0,0,0,0,34.00000000000000000,0,0,0,0,0,34.00000000000000000,0,0,0,0,0,0,54.00000000000000000,0,0,0,0,0,54.00000000000000000,0,0,0,0,0,0,88.00000000000000000,0,0,0,0,0,88.00000000000000000,0.010000000000000000
S601000,奔亞證券,0,0,5.000000000000000000,0,0,2.000000000000000000,1.000000000000000000,0,0,0,0,0,8.000000000000000000,0,0,3.000000000000000000,0,0,1.000000000000000000,0,0,0,0,0,0,4.000000000000000000,0,0,8.000000000000000000,0,0,3.000000000000000000,1.000000000000000000,0,0,0,0,0,12.00000000000000000,0
S779999,國票綜合證券自營,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00000000000000000,0,0,0,0,0,10.00000000000000000,0,0,0,0,0,0,10.00000000000000000,0,0,0,0,0,10.00000000000000000,0
